longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.0852006270956,36.062558066560705,25.145517575126757,1464.206121852357,,1410.3928426833738,357.5674202358762,1.6201114821688465,47700.0,INLAND
-119.43436869408268,35.125005225353476,30.086114942164766,2936.37857941824,,1590.7659756838066,576.3632098216234,2.5088670952575116,45800.0,INLAND
-122.41955244433136,37.81780079154994,52.22205809548164,3778.111614950768,,1294.572284495875,973.8640420201284,3.5031996550414517,500001.0,NEAR BAY
-118.69680732551029,34.26337414417114,16.97794445317814,3052.9082157523453,,1708.8462314861138,502.5237310898275,5.796312305244014,218600.0,<1H OCEAN
-121.9238750535348,36.61662393010944,34.29157314773832,2324.3507934414424,,1042.2069961336672,412.0887357233292,3.738860309630457,278000.0,NEAR OCEAN
-117.5718883994966,34.02992643122226,12.228964673224528,4459.607657953021,,2417.4641395569242,845.3600724359068,4.638937045524734,158700.0,INLAND
-117.97302329868076,33.901215335650114,36.60287069294868,1330.713297260676,,671.3121250741965,216.56698872509847,5.088071193791308,198200.0,<1H OCEAN
-118.14551622996198,33.994902489450844,38.57751912350073,1319.733748127812,,1010.8664464432868,263.7518007500898,3.684235760304034,157500.0,<1H OCEAN
-122.08195379138473,37.4048544711954,3.797750351505476,2269.3558433805315,,1049.5581496405664,587.7495120717542,4.762379731253961,340000.0,NEAR BAY
-118.24020472096927,34.224582112906965,45.80607945398043,2217.305705728809,,904.7459659531745,343.08056935116656,8.108213928062138,446600.0,<1H OCEAN
-120.39296653375145,38.04265650059788,30.382309375582494,439.78411378592136,,215.913805670102,103.28560710622982,2.5684194009822394,123200.0,INLAND
-118.13822527666018,34.07477323795939,34.94274059917176,2209.1366651279013,,1761.4918728968403,622.2338128571914,2.9808584563591283,253900.0,<1H OCEAN
-117.90251018043485,33.75941394044972,19.679029926320148,4345.895612953116,,4847.400880632227,1070.722374981196,2.878561806924631,215100.0,<1H OCEAN
-119.24199259611775,34.17657480948317,17.877071068322284,3650.301589534506,,3189.7791147103294,772.6840854695046,3.3271344730136696,220500.0,NEAR OCEAN
-117.95310878729076,33.961856804243844,26.900064594512102,3591.9534102739435,,1792.5667868018056,546.6021391669213,5.434416677389252,219800.0,<1H OCEAN
-117.92480139219003,34.04002569090878,22.141462302196796,6152.687357838865,,5550.97221394133,1260.8836777105373,3.814825502557629,136200.0,<1H OCEAN
-122.064927622716,37.73289577407346,40.77162124325,756.6705293530252,,364.8641459092314,157.44454091233249,3.8540162650063134,178400.0,NEAR BAY
-121.04485856334102,37.48457940298005,25.989899831556684,475.812602594071,,243.65901529805615,80.99364058744489,4.102901887168824,187500.0,INLAND
-117.0770312200896,32.67347217621179,36.175111185433586,2003.3333641079378,,1051.8220651331633,390.7535261458396,3.8803515040894467,139800.0,NEAR OCEAN
-121.00791204832645,37.39914841321876,26.755334389666523,1402.910137462207,,841.0799781743366,261.35727388114094,2.199858227474431,137500.0,INLAND
-122.18463494934107,37.49282515042745,46.96769399607304,4263.0993129275375,,1793.6817489457508,1103.2600856913746,4.1960632258592545,425000.0,NEAR BAY
-118.40213646334495,34.061595328796635,49.79792606689992,2559.6011720334245,,1112.2050497115008,522.775294112783,4.324247170398341,405600.0,<1H OCEAN
-119.71256711218953,36.87545539505014,8.450312413813009,3546.7529333133502,,1919.004991184508,581.8350683600462,5.4191496232638166,138800.0,INLAND
-122.3480121392674,37.65033284011357,31.824372077590397,4506.48093064503,,1809.5734145172048,708.4768685913515,6.092160665714575,500001.0,NEAR OCEAN
-117.12444691291323,32.93976943036388,16.07977079041761,3201.0275650830717,,2014.9234606120526,683.8477847112551,4.247409592983602,162100.0,<1H OCEAN
-119.38310455233835,36.56814136002373,37.720446402610044,1307.1341058022306,,1416.6439571935982,295.73527437955613,1.9332451253641774,51400.0,INLAND
-118.34047634486794,33.8450314855059,25.790936622125862,3611.7629091452363,,2746.80871129877,957.835216916584,2.5752341307319724,151300.0,<1H OCEAN
-124.13146038715122,40.54000290974145,37.902109585409555,546.4400342908332,,265.3440425872277,89.72096014305683,3.249465760814061,94800.0,<1H OCEAN
-121.9788542400514,37.95974265158053,21.680613072956124,3000.6999233174542,,1442.8979513736122,534.9955131274367,3.539118017510624,204100.0,INLAND
-118.31229588676638,33.75826972537787,35.037577624074444,2800.657260989976,,1168.2565341244274,431.50918083826457,6.215555704659862,361500.0,NEAR OCEAN
-122.13645360338371,37.75486115416169,37.61792868705652,952.0154274988807,,718.818090789647,258.48907705759103,1.598618569266234,85100.0,NEAR BAY
-118.41289105545701,33.96605293137778,47.014132502409,1295.7655445449757,,774.3595238043159,232.91565254436873,1.2725382321225107,138400.0,<1H OCEAN
-117.31552487839419,32.6870261889885,5.017090159670423,1834.920749886551,,882.9396652961868,418.2954309008029,3.4265788097890026,137500.0,NEAR OCEAN
-122.03880942121333,37.34925942392989,29.036528807394532,1267.7340350690283,,701.2813388686011,194.41516096916726,7.20846715797934,465000.0,NEAR BAY
-122.50788052359079,37.86496909431606,44.20538651054534,1880.4815126860728,,1139.3806450348904,365.0430753630568,3.527431062197281,271800.0,NEAR OCEAN
-118.46321992385367,34.471994392501415,17.255327110253294,10351.406230684259,,4963.760976187054,1477.2056329820077,5.507607779555012,239400.0,<1H OCEAN
-122.4143832900448,37.62189872675965,33.78135199326254,701.6175023996823,,385.78388577917616,159.14445760092204,4.467709923841008,340900.0,NEAR OCEAN
-117.8928646374996,33.96695479289839,35.10021414662263,2094.9876801046817,,1741.9059764824265,405.3813405863066,3.4367251726141004,150400.0,<1H OCEAN
-121.13547424908687,38.91719710507197,48.00231320514509,1103.2754236312844,,566.6219311209069,190.22612707319453,3.097980134197573,128100.0,INLAND
-118.1519798894176,33.96642420211025,41.241517786590364,761.6308752283114,,849.457313462427,210.5560301495414,2.720445286343537,156000.0,<1H OCEAN
-118.76793007653583,34.35435045345368,16.872566621495768,5500.786000924228,,2683.340149438936,808.4642038552819,6.584560910507648,258100.0,<1H OCEAN
-119.48597400154785,36.55684851352217,23.56549075701144,1323.951584813559,,738.2092651310707,240.8393426993255,3.8163871005511765,90500.0,INLAND
-120.91980933605487,37.775985840497675,24.94779362097311,391.7956891965371,,330.0321791526154,108.19762530368575,2.1666823535682234,71300.0,INLAND
-117.94849412484162,33.708126998667964,17.98912380380861,3723.3904291523154,,2250.3560581594616,992.2491759890805,3.5056462387696734,219700.0,<1H OCEAN
-117.63414418677395,34.06716119543733,15.294731674879168,3317.0597886704377,,2070.812873343417,607.199704661889,3.9673981660027007,151000.0,INLAND
-118.42624302979797,34.24191093467042,28.21695934631527,3340.1953403950442,,2289.4445742526555,735.023457252781,3.0411354401032202,290100.0,<1H OCEAN
-117.07565725227776,32.70306927814406,33.68492386080395,2129.8330380683215,,1159.6683072383505,400.3243346347462,3.511613617850954,142000.0,NEAR OCEAN
-117.03324135820084,32.80442988785167,31.290895243399103,3105.4677691616976,,1248.7950613239966,528.9704385939472,3.047738928366338,291500.0,NEAR OCEAN
-118.2957546245457,33.79068033048524,41.76657709433912,1733.60225909815,,854.9459687045642,404.0185183028133,2.7344768114611067,255400.0,NEAR OCEAN
-124.03181492502686,40.90195485982972,33.78636517335452,4186.503741580943,,1873.5063916844877,672.7696881972324,3.2721981180907815,98100.0,NEAR OCEAN
-122.91011978226508,38.43546245462918,18.03795389842737,1982.3627513820209,,897.4655242594386,325.0824862507114,4.475012580844058,251900.0,<1H OCEAN
-118.3236846150752,34.231867599539605,29.04760588765575,2530.9942212132414,,1860.464154959817,774.6494918533161,2.6053526234813824,162100.0,<1H OCEAN
-116.91020438503672,32.83090282752891,30.962900152698836,1298.5804693930193,,744.9269983368043,218.88404468367952,3.402393518095092,129400.0,<1H OCEAN
-120.3819246773321,37.340493525172946,27.964702439309985,1358.6686857693278,,1026.334953590804,251.80797345130304,1.5551919480172367,89400.0,INLAND
-118.18727434196803,34.05835020613802,41.67341041148945,1763.808907122579,,1966.0383133821836,447.8725393705614,2.7159538784156876,150500.0,<1H OCEAN
-119.31261028494882,36.246195845906406,10.974136819802796,3112.4075138704184,,1591.2203286406482,506.2757914016429,5.446991348195552,133800.0,INLAND
-117.18721739620229,34.10931676878931,26.305611873558874,3047.347220633245,,1969.1652194497533,533.2806690235996,1.9565122115286961,80400.0,INLAND
-117.8835264576475,34.11995455022033,34.9786329732536,3155.158115450489,,1714.0592569573166,499.07396778410805,5.0939722921330635,211100.0,<1H OCEAN
-117.26862231365953,32.832163531452686,29.451050550090216,1218.8721918035053,,645.6647104126649,244.25555648276807,4.621822704837578,255600.0,NEAR OCEAN
-117.39975546520076,33.9143039013039,12.99982768240933,7991.2187470420195,,3338.6512875111234,1156.0556619056206,5.6055571006094205,214500.0,INLAND
-118.07061354971337,33.674309880466936,31.788043582107488,1975.5544727134416,,967.1447166909326,517.424099181908,4.17465515843919,500001.0,NEAR OCEAN
-118.38791365682478,34.02865917648503,41.77382112955502,1382.0721584927935,,664.968225746243,274.61586948994426,2.8863192970953775,202100.0,<1H OCEAN
-120.97204822076792,37.72985545850787,14.273584605855833,2764.9845127445146,,2267.751811802956,600.3110850142954,2.6618042460264264,81500.0,INLAND
-123.98507902649244,40.90240831009003,29.072802100763642,1433.3203164796419,,677.3503448970209,276.02902634009456,2.979016821057061,98800.0,<1H OCEAN
-118.02326447314394,33.63801438268505,23.64557205665893,4260.417853134003,,1722.2255828303294,593.0410268593453,6.259892116110329,281900.0,<1H OCEAN
-118.2792130397117,33.855058471465426,24.036544964969565,3100.262606028909,,2064.4632707862843,616.8928447580446,3.504094742648318,184600.0,<1H OCEAN
-122.37582490918031,38.057783494974785,37.13552092258654,1546.8769450162872,,874.5220937771519,280.4451212523677,2.7426517043555605,254700.0,NEAR BAY
-122.01071543442791,38.07795927503377,4.673206417588573,5539.633347418297,,3177.0910209965614,1034.6097506743583,4.069010232390173,143100.0,INLAND
